,party,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
1197,CH,0,1,0,4.91,0,5.08,114,Sardoal,Santarém,0,42,1.81,,False,32,1.38,4,2320,72.48,RAQUEL MARGARIDA NAVALHO MARQUES,2021
1198,PCP-PEV,0,1,0,2.33,0,2.4,54,Sardoal,Santarém,0,42,1.81,,False,32,1.38,4,2320,72.48,MARIA FERNANDA MARQUES CASTELO BRANCO,2021
1199,PPD/PSD,1,1,3,45.22,1,46.71,1049,Sardoal,Santarém,0,42,1.81,,False,32,1.38,4,2320,72.48,ANTÓNIO MIGUEL CABEDAL BORGES,2021
1200,PS,0,1,2,43.75,0,45.19,1015,Sardoal,Santarém,0,42,1.81,,False,32,1.38,4,2320,72.48,PEDRO MIIGUEL LOBATO DUQUE,2021
1201,B.E.,0,1,0,4.74,0,4.98,854,Tomar,Santarém,0,510,2.83,,False,367,2.04,11,18029,53.2,LUIS CARLOS GRAÇA DOS REIS SANTOS,2021
1202,CDS-PP.MPT.PPM,0,1,0,3.17,0,3.33,572,Tomar,Santarém,0,510,2.83,,False,367,2.04,11,18029,53.2,FERNANDO MANUEL CALDAS VIEIRA,2021
1203,CH,0,1,0,6.15,0,6.46,1108,Tomar,Santarém,0,510,2.83,,False,367,2.04,11,18029,53.2,NUNO ARMÉNIO SIMÕES GODINHO,2021
1204,PCP-PEV,0,1,0,5.51,0,5.79,993,Tomar,Santarém,0,510,2.83,,False,367,2.04,11,18029,53.2,PAULO JORGE DA ENCARNAÇÃO SILVA BACELAR DE MACEDO,2021
1205,PPD/PSD,0,1,3,34.66,0,36.43,6248,Tomar,Santarém,0,510,2.83,,False,367,2.04,11,18029,53.2,MARIA DE LURDES FERROMAU FERNANDES,2021
1206,PS,1,1,4,39.7,1,41.73,7157,Tomar,Santarém,0,510,2.83,,False,367,2.04,11,18029,53.2,ANABELA GASPAR DE FREITAS,2021
1207,VP,0,1,0,1.22,0,1.28,220,Tomar,Santarém,0,510,2.83,,False,367,2.04,11,18029,53.2,RICARDO FILIPE MARTINS ANTUNES,2021
1208,B.E.,0,1,0,6.88,0,7.16,1195,Torres Novas,Santarém,0,416,2.39,,False,272,1.57,10,17375,56.42,HELENA MARIA MOURA PINTO,2021
1209,CH,0,1,0,3.11,0,3.24,541,Torres Novas,Santarém,0,416,2.39,,False,272,1.57,10,17375,56.42,JOSÉ JOÃO JUDAS TADEU COSTA CORREIA,2021
1210,IL,0,1,0,1.27,0,1.32,221,Torres Novas,Santarém,0,416,2.39,,False,272,1.57,10,17375,56.42,ANA CRISTINA SARAIVA SIRGADO RODRIGUES,2021
1211,MPNT,0,1,1,16.58,0,17.26,2880,Torres Novas,Santarém,0,416,2.39,,False,272,1.57,10,17375,56.42,ANTÓNIO MANUEL OLIVEIRA RODRIGUES,2021
1212,PCP-PEV,0,1,0,6.03,0,6.28,1048,Torres Novas,Santarém,0,416,2.39,,False,272,1.57,10,17375,56.42,NUNO FILIPE SILVA GUEDELHA,2021
1213,PPD/PSD.CDS-PP,0,1,1,16.9,0,17.6,2937,Torres Novas,Santarém,0,416,2.39,,False,272,1.57,10,17375,56.42,TIAGO RIBEIRO DE CARVALHO FERREIRA,2021
1214,PS,1,1,5,45.27,1,47.13,7865,Torres Novas,Santarém,0,416,2.39,,False,272,1.57,10,17375,56.42,PEDRO PAULO RAMOS FERREITA,2021
1215,CDS-PP,0,1,0,0.87,0,0.92,28,Vila Nova da Barquinha,Santarém,0,115,3.57,,False,65,2.02,4,3224,51.7,FREDERICO ROSA FERNANDES,2021
1216,CH,0,1,0,12.41,0,13.14,400,Vila Nova da Barquinha,Santarém,0,115,3.57,,False,65,2.02,4,3224,51.7,HÉLDER MIGUEL INÁCIO JUSTINO,2021
1217,PCP-PEV,0,1,0,9.93,0,10.51,320,Vila Nova da Barquinha,Santarém,0,115,3.57,,False,65,2.02,4,3224,51.7,JOÃO FILIPE DA SILVA RICARDO,2021
1218,PPD/PSD,0,1,1,16.22,0,17.18,523,Vila Nova da Barquinha,Santarém,0,115,3.57,,False,65,2.02,4,3224,51.7,PAULA ALEXANDRA ALVES MATEUS FERREIRA DIAS GOMES DA SILVA,2021
1219,PS,1,1,4,54.99,1,58.25,1773,Vila Nova da Barquinha,Santarém,0,115,3.57,,False,65,2.02,4,3224,51.7,FERNANDO MANUEL DOS SANTOS FREIRE,2021
1220,CDS-PP,0,1,0,9.6,0,9.93,858,Alcochete,Setúbal,0,160,1.79,,False,133,1.49,3,8936,58.55,VASCO ANDRÉ MARQUES PINTO,2021
1221,CH,0,1,0,5.24,0,5.41,468,Alcochete,Setúbal,0,160,1.79,,False,133,1.49,3,8936,58.55,GABRIEL SÉRGIO MITHÁ RIBEIRO,2021
1222,PCP-PEV,0,1,2,22.19,0,22.94,1983,Alcochete,Setúbal,0,160,1.79,,False,133,1.49,3,8936,58.55,LUÍS MIGUEL CARRAÇA FRANCO,2021
1223,PPD/PSD,0,1,0,6.74,0,6.97,602,Alcochete,Setúbal,0,160,1.79,,False,133,1.49,3,8936,58.55,PEDRO MIGUEL ABREU LOURO,2021
1224,PS,1,1,5,52.95,1,54.75,4732,Alcochete,Setúbal,0,160,1.79,,False,133,1.49,3,8936,58.55,FERNANDO MANUEL GONÇALVES PINA PINTO,2021
1225,CH,0,1,0,2.33,0,2.39,147,Alcácer do Sal,Setúbal,0,98,1.55,,False,81,1.28,4,6319,62.32,JOÃO MANUEL ALVES DE PAIVA,2021
1226,PCP-PEV,1,1,4,48.09,1,49.5,3039,Alcácer do Sal,Setúbal,0,98,1.55,,False,81,1.28,4,6319,62.32,VITOR MANUEL CHAVES DE CARO PROENÇA,2021
1227,PPD/PSD.CDS-PP.MPT.PPM.A,0,1,0,2.77,0,2.85,175,Alcácer do Sal,Setúbal,0,98,1.55,,False,81,1.28,4,6319,62.32,GONÇALO JOSÉ NETO NUNES,2021
1228,PS,0,1,3,43.98,0,45.26,2779,Alcácer do Sal,Setúbal,0,98,1.55,,False,81,1.28,4,6319,62.32,CLARISSE MARIA GAUDINO VEREDAS CAMPOS,2021
1229,B.E.,0,1,1,6.83,0,7.05,4834,Almada,Setúbal,0,1324,1.87,,False,814,1.15,5,70743,46.56,JOANA RODRIGUES MORTÁGUA,2021
1230,CH,0,1,0,5.63,0,5.8,3980,Almada,Setúbal,0,1324,1.87,,False,814,1.15,5,70743,46.56,MANUEL JOSÉ CARDOSO MATIAS,2021
1231,IL,0,1,0,1.97,0,2.03,1391,Almada,Setúbal,0,1324,1.87,,False,814,1.15,5,70743,46.56,BRUNO ALEXANDRE MIRANDA COIMBRA,2021
1232,PAN,0,1,0,2.29,0,2.36,1617,Almada,Setúbal,0,1324,1.87,,False,814,1.15,5,70743,46.56,VITOR MIGUEL DA SILVA PINTO,2021
1233,PCP-PEV,0,1,4,29.69,0,30.62,21006,Almada,Setúbal,0,1324,1.87,,False,814,1.15,5,70743,46.56,MARIA DAS DORES MARQUES BANHEIRO MEIRA,2021
1234,PPD/PSD.CDS-PP.A.MPT.PPM,0,1,1,10.71,0,11.04,7574,Almada,Setúbal,0,1324,1.87,,False,814,1.15,5,70743,46.56,NUNO FILIPE MIRAGAIA MATIAS,2021
1235,PS,0,1,5,39.87,1,41.11,28203,Almada,Setúbal,0,1324,1.87,,False,814,1.15,5,70743,46.56,INÊS DE SAINT-MAURICE ESTEVES DE MEDEIROS VICTORINO DE ALMEIDA,2021
1236,B.E.,0,1,0,2.93,0,3.01,1010,Barreiro,Setúbal,0,524,1.52,,False,399,1.16,4,34510,50.55,DANIEL CARDOSO BERNARDINO,2021
1237,CDS-PP,0,1,0,0.59,0,0.6,203,Barreiro,Setúbal,0,524,1.52,,False,399,1.16,4,34510,50.55,HELDER ERNESTO LEAL RODRIGUES,2021
1238,CH,0,1,0,4.28,0,4.4,1477,Barreiro,Setúbal,0,524,1.52,,False,399,1.16,4,34510,50.55,MARTA SOFIA MARTINS DA SILVA TRINDADE,2021
1239,L,0,1,0,0.48,0,0.49,166,Barreiro,Setúbal,0,524,1.52,,False,399,1.16,4,34510,50.55,JORGE MANUEL HENRIQUES MARTINHO,2021
1240,PAN,0,1,0,1.68,0,1.73,581,Barreiro,Setúbal,0,524,1.52,,False,399,1.16,4,34510,50.55,MARIA DE LURDES MACHADO SANTOS,2021
1241,PCP-PEV,0,1,2,23.43,0,24.07,8085,Barreiro,Setúbal,0,524,1.52,,False,399,1.16,4,34510,50.55,CARLOS HUMBERTO PALÁCIOS PINHEIRO DE CARVALHO,2021
1242,PPD/PSD,0,1,0,7.26,0,7.46,2506,Barreiro,Setúbal,0,524,1.52,,False,399,1.16,4,34510,50.55,BRUNO JORGE VIEGAS VITORINO,2021
1243,PS,1,1,7,56.68,1,58.23,19559,Barreiro,Setúbal,0,524,1.52,,False,399,1.16,4,34510,50.55,FREDERICO ALEXANDRE ALJUSTREL DA COSTA ROSA,2021
1244,CH,0,1,0,2.81,0,2.92,185,Grândola,Setúbal,0,152,2.31,,False,90,1.37,4,6583,55.15,ORLANDO MANUEL SAGAZ PINTO,2021
1245,PCP-PEV,1,1,4,44.54,1,46.24,2932,Grândola,Setúbal,0,152,2.31,,False,90,1.37,4,6583,55.15,ANTÓNIO DE JESUS FIGUEIRA MENDES,2021
1246,PPD/PSD.CDS-PP,0,1,0,7.08,0,7.35,466,Grândola,Setúbal,0,152,2.31,,False,90,1.37,4,6583,55.15,JACINTO LUÍS MENDES VENTURA,2021
1247,PS,0,1,3,41.9,0,43.49,2758,Grândola,Setúbal,0,152,2.31,,False,90,1.37,4,6583,55.15,ANTÓNIO FRANCISCO PALHINHAS CANDEIAS,2021
1248,B.E.,0,1,0,7.56,0,7.82,1859,Moita,Setúbal,0,474,1.93,,False,367,1.49,4,24599,42.12,JOAQUIM INÁCIO RAMINHOS CABAÇA,2021
1249,CH,0,1,1,8.97,0,9.29,2206,Moita,Setúbal,0,474,1.93,,False,367,1.49,4,24599,42.12,IVO MANUEL PEREIRA PEDAÇO,2021
1250,PAN,0,1,0,2.75,0,2.85,676,Moita,Setúbal,0,474,1.93,,False,367,1.49,4,24599,42.12,HÉLDER ANTÓNIO NEVES DA SILVA,2021
1251,PCP-PEV,0,1,4,33.07,0,34.24,8135,Moita,Setúbal,0,474,1.93,,False,367,1.49,4,24599,42.12,RUI MANUEL MARQUES GARCIA,2021
1252,PPD/PSD.CDS-PP.MPT.PPM.A.PDR,0,1,0,6.61,0,6.84,1625,Moita,Setúbal,0,474,1.93,,False,367,1.49,4,24599,42.12,LUÍS FERNANDO VAZ DO NASCIMENTO,2021
1253,PS,0,1,4,37.63,1,38.96,9257,Moita,Setúbal,0,474,1.93,,False,367,1.49,4,24599,42.12,CARLOS EDGAR RODRIGUES ALBINO,2021
1254,B.E.,0,1,0,4.14,0,4.31,827,Montijo,Setúbal,0,572,2.86,,False,246,1.23,5,19994,45.64,RICARDO JOSÉ MONTEIRO DA SILVA CAÇOILA,2021
1255,CH,0,1,0,6.6,0,6.88,1320,Montijo,Setúbal,0,572,2.86,,False,246,1.23,5,19994,45.64,RICARDO JORGE PÃO MOLE COSTA,2021
1256,IL,0,1,0,4.36,0,4.54,871,Montijo,Setúbal,0,572,2.86,,False,246,1.23,5,19994,45.64,JOÃO MIGUEL DE CARVALHO DA CONCEIÇÃO PEREIRA,2021
1257,PAN,0,1,0,3.17,0,3.31,634,Montijo,Setúbal,0,572,2.86,,False,246,1.23,5,19994,45.64,MIGUEL VIDEIRA CARDOSO DIAS,2021
1258,PCP-PEV,0,1,2,19.4,0,20.23,3879,Montijo,Setúbal,0,572,2.86,,False,246,1.23,5,19994,45.64,ANA ISABEL LEONARDO BALIZA,2021
1259,PPD/PSD.CDS-PP.A,0,1,2,27.74,0,28.93,5547,Montijo,Setúbal,0,572,2.86,,False,246,1.23,5,19994,45.64,JOÃO MANUEL PEREIRA AFONSO,2021
1260,PPM,0,1,0,1.01,0,1.05,201,Montijo,Setúbal,0,572,2.86,,False,246,1.23,5,19994,45.64,AUGUSTO MANUEL FONA VIEIRA,2021
1261,PS,0,1,3,29.49,1,30.75,5897,Montijo,Setúbal,0,572,2.86,,False,246,1.23,5,19994,45.64,NUNO MIGUEL CARAMUJO RIBEIRO CANTA,2021
1262,B.E.,0,1,0,4.27,0,4.47,1021,Palmela,Setúbal,0,700,2.93,,False,370,1.55,4,23927,42.71,CARLOS MANUEL DA SILVA OLIVEIRA,2021
1263,CDS-PP.MPT,0,1,0,2.66,0,2.79,637,Palmela,Setúbal,0,700,2.93,,False,370,1.55,4,23927,42.71,JOSÉ CALADO GERTRUDES,2021
1264,CH,0,1,0,7.83,0,8.2,1874,Palmela,Setúbal,0,700,2.93,,False,370,1.55,4,23927,42.71,AFONSO JORGE DA SILVA BRANDÃO,2021
1265,MCCP,0,1,1,14.33,0,15.0,3428,Palmela,Setúbal,0,700,2.93,,False,370,1.55,4,23927,42.71,CARLOS MANUEL BARATEIRO DE SOUSA,2021
1266,NC,0,1,0,1.5,0,1.57,358,Palmela,Setúbal,0,700,2.93,,False,370,1.55,4,23927,42.71,ANABELA DOS SANTOS PESSOA,2021
1267,PCP-PEV,0,1,4,31.42,1,32.89,7517,Palmela,Setúbal,0,700,2.93,,False,370,1.55,4,23927,42.71,ÁLVARO MANUEL BALSEIRO AMARO,2021
1268,PPD/PSD,0,1,1,8.71,0,9.12,2085,Palmela,Setúbal,0,700,2.93,,False,370,1.55,4,23927,42.71,PAULO JORGE SIMÕES RIBEIRO,2021
1269,PPM,0,1,0,0.17,0,0.18,41,Palmela,Setúbal,0,700,2.93,,False,370,1.55,4,23927,42.71,ÁGATA SOFIA PINTO FONSECA FONA VIEIRA,2021
1270,PS,0,1,3,23.78,0,24.89,5689,Palmela,Setúbal,0,700,2.93,,False,370,1.55,4,23927,42.71,RAUL MANUEL RIBEIRO PINTO CRISTOVÃO,2021
1271,R.I.R.,0,1,0,0.87,0,0.91,207,Palmela,Setúbal,0,700,2.93,,False,370,1.55,4,23927,42.71,MÁRIO RUI FAUSTINO BALTAZAR,2021
1272,B.E.,0,1,0,5.18,0,5.39,651,Santiago do Cacém,Setúbal,0,333,2.65,,False,155,1.23,8,12563,51.88,BRUNO ALEXANDRE DA SILVA CANDEIAS,2021
1273,CH,0,1,0,5.01,0,5.22,630,Santiago do Cacém,Setúbal,0,333,2.65,,False,155,1.23,8,12563,51.88,RUBEN ALEXANDRE VASCO ROSA,2021
1274,PCP-PEV,1,1,4,43.25,1,44.99,5433,Santiago do Cacém,Setúbal,0,333,2.65,,False,155,1.23,8,12563,51.88,ÁLVARO DOS SANTOS BEIJINHA,2021
1275,PPD/PSD.CDS-PP,0,1,1,15.41,0,16.03,1936,Santiago do Cacém,Setúbal,0,333,2.65,,False,155,1.23,8,12563,51.88,LUIS FILIPE DOS SANTOS,2021
1276,PS,0,1,2,27.26,0,28.36,3425,Santiago do Cacém,Setúbal,0,333,2.65,,False,155,1.23,8,12563,51.88,ARTUR MANUEL FERNANDES CEIA,2021
1277,B.E.,0,1,0,4.34,0,4.5,2700,Seixal,Setúbal,0,1395,2.24,,False,862,1.39,4,62228,43.55,FRANCISCO MIGUEL CORREIA MORAIS MORAIS,2021
1278,CDS-PP.PDR.A.MPT,0,1,0,1.46,0,1.51,908,Seixal,Setúbal,0,1395,2.24,,False,862,1.39,4,62228,43.55,FELIPE DE CARVALHO DAMASCENO,2021
1279,CH,0,1,1,8.07,0,8.37,5022,Seixal,Setúbal,0,1395,2.24,,False,862,1.39,4,62228,43.55,HENRIQUE JOSÉ LIVREIRO VIÇOSO FREIRE,2021
1280,IL,0,1,0,1.84,0,1.91,1144,Seixal,Setúbal,0,1395,2.24,,False,862,1.39,4,62228,43.55,RUI PEDRO COSTA DE MAGALHÃES,2021
1281,PAN,0,1,0,2.75,0,2.86,1713,Seixal,Setúbal,0,1395,2.24,,False,862,1.39,4,62228,43.55,ANTÓNIO JOAQUIM SOTA MARTINS,2021
1282,PCP-PEV,0,1,5,37.74,1,39.16,23485,Seixal,Setúbal,0,1395,2.24,,False,862,1.39,4,62228,43.55,JOAQUIM CESÁRIO CARDADOR DOS SANTOS,2021
1283,PPD/PSD,0,1,1,9.31,0,9.66,5795,Seixal,Setúbal,0,1395,2.24,,False,862,1.39,4,62228,43.55,BRUNO MIGUEL MACHADO VASCONCELOS,2021
1284,PS,0,1,4,30.86,0,32.02,19204,Seixal,Setúbal,0,1395,2.24,,False,862,1.39,4,62228,43.55,EDUARDO MANUEL RODRIGUES,2021
1285,B.E.,0,1,0,5.33,0,5.6,1031,Sesimbra,Setúbal,0,576,2.98,,False,349,1.81,3,19334,42.84,ANTÓNIO MANUEL RODRIGUES MARQUES,2021
1286,CDS-PP.A.PDR,0,1,0,2.8,0,2.94,541,Sesimbra,Setúbal,0,576,2.98,,False,349,1.81,3,19334,42.84,JOSÉ CARLOS CONDE SOARES,2021
1287,CH,0,1,1,9.34,0,9.8,1805,Sesimbra,Setúbal,0,576,2.98,,False,349,1.81,3,19334,42.84,MÁRCIO ANTÓNIO DE SOUZA OLIVEIRA,2021
1288,MSU,0,1,0,5.06,0,5.32,979,Sesimbra,Setúbal,0,576,2.98,,False,349,1.81,3,19334,42.84,HÉLDER FERNANDO MARQUES GABOLEIRO,2021
1289,PCP-PEV,0,1,3,34.3,1,36.03,6632,Sesimbra,Setúbal,0,576,2.98,,False,349,1.81,3,19334,42.84,FRANCISCO MANUEL FIRMINO DE JESUS,2021
1290,PPD/PSD,0,1,0,7.47,0,7.84,1444,Sesimbra,Setúbal,0,576,2.98,,False,349,1.81,3,19334,42.84,FRANCISCO JOSÉ PEREIRA LUÍS,2021
1291,PS,0,1,3,30.91,0,32.47,5977,Sesimbra,Setúbal,0,576,2.98,,False,349,1.81,3,19334,42.84,NÉLSON CARLOS SIMPLICIO PÓLVORA,2021
1292,B.E.,0,1,0,4.23,0,4.39,1884,Setúbal,Setúbal,0,1052,2.36,,False,580,1.3,5,44518,42.16,FERNANDO ALBERTO PINHO ALVES,2021
1293,CDS-PP,0,1,0,1.72,0,1.78,765,Setúbal,Setúbal,0,1052,2.36,,False,580,1.3,5,44518,42.16,PEDRO MANUEL MOREIRA CONCEIÇÃO,2021
1294,CH,0,1,0,5.88,0,6.11,2619,Setúbal,Setúbal,0,1052,2.36,,False,580,1.3,5,44518,42.16,LUÍS MIGUEL LEITÃO MAURÍCIO,2021
1295,IL,0,1,0,2.32,0,2.41,1035,Setúbal,Setúbal,0,1052,2.36,,False,580,1.3,5,44518,42.16,CARLOS MANUEL EVANGELHO DOS SANTOS CARDOSO,2021
1296,NC/PPM,0,1,0,0.74,0,0.76,328,Setúbal,Setúbal,0,1052,2.36,,False,580,1.3,5,44518,42.16,FIDÉLIO JOSÉ CAVACO GUERREIRO,2021
1297,PAN,0,1,0,2.27,0,2.35,1009,Setúbal,Setúbal,0,1052,2.36,,False,580,1.3,5,44518,42.16,PAULA MARGARIDA COSTA ESTEVES DA COSTA,2021
1298,PCP-PEV,0,1,5,34.4,1,35.71,15316,Setúbal,Setúbal,0,1052,2.36,,False,580,1.3,5,44518,42.16,ANDRÉ VALENTE MARTINS,2021
1299,PPD/PSD,0,1,2,16.57,0,17.2,7377,Setúbal,Setúbal,0,1052,2.36,,False,580,1.3,5,44518,42.16,FERNANDO MIMOSO NEGRÃO,2021
1300,PS,0,1,4,27.67,0,28.72,12316,Setúbal,Setúbal,0,1052,2.36,,False,580,1.3,5,44518,42.16,FERNANDO MIGUEL CATARINO JOSÉ,2021
1301,RIR/PDR,0,1,0,0.53,0,0.55,237,Setúbal,Setúbal,0,1052,2.36,,False,580,1.3,5,44518,42.16,CARINA ALEXANDRA MARTINS DOS SANTOS CARDOSO DE DEUS,2021
1302,CH,0,1,0,3.47,0,3.56,210,Sines,Setúbal,0,104,1.72,,False,44,0.73,2,6053,49.74,JORGE MANUEL DIMAS DA MAIA,2021
1303,MAiSines,0,1,2,26.19,0,26.84,1585,Sines,Setúbal,0,104,1.72,,False,44,0.73,2,6053,49.74,ANTÓNIO LUÍS BARREIROS DA SILVA BRAZ,2021
1304,PCP-PEV,0,1,1,14.32,0,14.68,867,Sines,Setúbal,0,104,1.72,,False,44,0.73,2,6053,49.74,JAIME ANTÓNIO PEREIRA PIRES DE CÁCERES,2021
1305,PPD/PSD.CDS-PP,0,1,0,3.34,0,3.42,202,Sines,Setúbal,0,104,1.72,,False,44,0.73,2,6053,49.74,NUNO MARIA DE FIGUEIREDO CABRAL DA CAMARA PEREIRA,2021
1306,PS,1,1,4,50.24,1,51.5,3041,Sines,Setúbal,0,104,1.72,,False,44,0.73,2,6053,49.74,NUNO JOSÉ GONÇALVES MASCARENHAS,2021
1307,CDS-PP,0,1,0,2.5,0,2.61,353,Arcos de Valdevez,Viana do Castelo,0,407,2.89,,False,170,1.21,36,14101,57.08,FERNANDO JOÃO FERNANDES FONSECA,2021
1308,CH,0,1,0,2.68,0,2.8,378,Arcos de Valdevez,Viana do Castelo,0,407,2.89,,False,170,1.21,36,14101,57.08,ALEXANDRE GONÇALVES FERNANDES,2021
1309,PCP-PEV,0,1,0,2.13,0,2.22,300,Arcos de Valdevez,Viana do Castelo,0,407,2.89,,False,170,1.21,36,14101,57.08,ROMÃO PAULO AMORIM FERNANDES DE ARAÚJO,2021
1310,PPD/PSD,1,1,5,58.28,1,60.77,8218,Arcos de Valdevez,Viana do Castelo,0,407,2.89,,False,170,1.21,36,14101,57.08,JOÃO MANUEL DO AMARAL ESTEVES,2021
1311,PS,0,1,2,30.32,0,31.61,4275,Arcos de Valdevez,Viana do Castelo,0,407,2.89,,False,170,1.21,36,14101,57.08,JOÃO CARLOS BRAGA SIMÕES,2021
1312,B.E.,0,1,0,3.4,0,3.54,339,Caminha,Viana do Castelo,0,230,2.31,,False,164,1.65,14,9959,61.74,LUIS MIGUEL SOTTOMAIOR BRAGA BAPTISTA,2021
1313,PCP-PEV,0,1,0,4.49,0,4.67,447,Caminha,Viana do Castelo,0,230,2.31,,False,164,1.65,14,9959,61.74,RUI PAULO LIMA DO SEIXO,2021
1314,PPD/PSD.CDS-PP.A.PPM,0,1,3,41.36,0,43.06,4119,Caminha,Viana do Castelo,0,230,2.31,,False,164,1.65,14,9959,61.74,LILIANA SOFIA BOUÇA DA SILVA,2021
1315,PS,1,1,4,46.79,1,48.72,4660,Caminha,Viana do Castelo,0,230,2.31,,False,164,1.65,14,9959,61.74,LUIS MIGUEL DA SILVA MENDONÇA ALVES,2021
1316,PCP-PEV,0,1,0,2.61,0,2.8,108,Melgaço,Viana do Castelo,0,203,4.9,,False,81,1.96,13,4142,41.32,HORÁCIO DOS SANTOS LIMA,2021
1317,PPD/PSD,0,1,3,36.31,0,38.98,1504,Melgaço,Viana do Castelo,0,203,4.9,,False,81,1.96,13,4142,41.32,JOSÉ AUGUSTO PASSOS RODRIGO,2021
1318,PS,1,1,4,54.23,1,58.22,2246,Melgaço,Viana do Castelo,0,203,4.9,,False,81,1.96,13,4142,41.32,MANOEL BATISTA CALÇADA POMBAL,2021
1319,CDS-PP,0,1,0,1.76,0,1.82,206,Monção,Viana do Castelo,0,213,1.82,,False,193,1.65,24,11730,60.59,MARTINHO ALEXANDRE MAGALHAES VIDES,2021
1320,CH,0,1,0,1.76,0,1.83,207,Monção,Viana do Castelo,0,213,1.82,,False,193,1.65,24,11730,60.59,ARTUR ALBERTO DIAS TRINDADE,2021
1321,PCP-PEV,0,1,0,0.98,0,1.02,115,Monção,Viana do Castelo,0,213,1.82,,False,193,1.65,24,11730,60.59,MARIA AMÉLIA VAZ BARBEITOS,2021
1322,PPD/PSD,1,1,5,62.28,1,64.52,7306,Monção,Viana do Castelo,0,213,1.82,,False,193,1.65,24,11730,60.59,ANTÓNIO JOSÉ FERNANDES BARBOSA,2021
1323,PS,0,1,2,29.75,0,30.82,3490,Monção,Viana do Castelo,0,213,1.82,,False,193,1.65,24,11730,60.59,FILIPE JORGE QUINTAS FERREIRA,2021
1324,PCP-PEV,0,1,0,8.08,0,8.53,409,Paredes de Coura,Viana do Castelo,0,166,3.28,,False,101,1.99,16,5063,58.89,JOSÉ MANUEL DA CUNHA ALVES,2021
1325,PPD/PSD.CDS-PP,0,1,1,20.84,0,22.0,1055,Paredes de Coura,Viana do Castelo,0,166,3.28,,False,101,1.99,16,5063,58.89,VENÂNCIO FERNANDES,2021
1326,PS,1,1,4,65.81,1,69.47,3332,Paredes de Coura,Viana do Castelo,0,166,3.28,,False,101,1.99,16,5063,58.89,VÍTOR PAULO GOMES PEREIRA,2021
1327,CDS-PP,0,1,0,1.25,0,1.29,104,Ponte da Barca,Viana do Castelo,0,218,2.61,,False,84,1.01,17,8350,64.31,DAVIDE JOÃO CABRAL NUNES,2021
1328,CH,0,1,0,1.59,0,1.65,133,Ponte da Barca,Viana do Castelo,0,218,2.61,,False,84,1.01,17,8350,64.31,PAULO ALEXANDRE PINTO SÃO JOSÉ,2021
1329,PCP-PEV,0,1,0,2.19,0,2.27,183,Ponte da Barca,Viana do Castelo,0,218,2.61,,False,84,1.01,17,8350,64.31,AFONSO MANUEL GRAÇOEIRO GONÇALVES,2021
1330,PPD/PSD,1,1,4,46.6,1,48.35,3891,Ponte da Barca,Viana do Castelo,0,218,2.61,,False,84,1.01,17,8350,64.31,AUGUSTO MANUEL DOS REIS MARINHO,2021
1331,PS,0,1,3,44.75,0,46.43,3737,Ponte da Barca,Viana do Castelo,0,218,2.61,,False,84,1.01,17,8350,64.31,PEDRO MIGUEL FERREIRA DE SOUSA LOBO,2021
1332,CDS-PP,1,1,4,43.38,1,45.09,11904,Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59,VASCO NUNO M. VELHO ALMEIDA FERRAZ,2021
1333,CH,0,1,0,1.18,0,1.23,325,Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59,GONÇALO J.V. LISBOA ABREU LIMA,2021
1334,M51,0,1,0,3.9,0,4.06,1071,Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59,JOANA MARGARIDA C. MELO Q. ALVES,2021
1335,PCP-PEV,0,1,0,2.14,0,2.22,587,Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59,JOÃO FRANCISCO SOARES PEREIRA GOMES,2021
1336,PLMT,0,1,2,28.02,0,29.13,7689,Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59,ABEL LIMA BAPTISTA,2021
1337,PPD/PSD,0,1,1,11.19,0,11.63,3070,Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59,JOSÉ NUNO TORRES M. VIEIRA ARAÚJO,2021
1338,PPM,0,1,0,0.47,0,0.49,129,Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59,JOSÉ MANUEL LEITÃO DE PUGA,2021
1339,VIRAMILHO,0,1,0,5.92,0,6.16,1625,Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59,GASPAR CORREIA MARTINS,2021
1340,CH,0,1,0,1.02,0,1.04,87,Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9,ANDRÉ JOSÉ DA CUNHA PAULINO,2021
1341,NC,0,1,0,6.63,0,6.81,567,Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9,ANTÓNIO JOAQUIM DIAS,2021
